Country,Indicator Name,2015-data
Cuba,Income share held by lowest 20%,
Cuba,Income share held by lowest 10%,
Cuba,Proportion of people living below 50 percent of median income (%),
Cuba,Income share held by highest 10%,
Cuba,Income share held by highest 20%,
Cuba,Income share held by fourth 20%,
Cuba,Income share held by third 20%,
Cuba,Income share held by second 20%,
Cuba,Population living in slums (% of urban population),
Curacao,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Curacao,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Curacao,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Curacao,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Curacao,Poverty gap at $5.50 a day (2011 PPP) (%),
Curacao,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Curacao,Poverty headcount ratio at national poverty lines (% of population),
Curacao,Multidimensional poverty index (scale 0-1),
Curacao,"Multidimensional poverty headcount ratio, male (% of male population)",
Curacao,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Curacao,"Multidimensional poverty headcount ratio, household (% of total households)",
Curacao,"Multidimensional poverty headcount ratio, female (% of female population)",
Curacao,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Curacao,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Curacao,Multidimensional poverty headcount ratio (% of total population),
Curacao,Poverty gap at $3.20 a day (2011 PPP) (%),
Curacao,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Curacao,Gini index (World Bank estimate),
Curacao,Poverty gap at $1.90 a day (2011 PPP) (%),
Curacao,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Curacao,Income share held by lowest 20%,
Curacao,Income share held by lowest 10%,
Curacao,Proportion of people living below 50 percent of median income (%),
Curacao,Income share held by highest 10%,
Curacao,Income share held by highest 20%,
Curacao,Income share held by fourth 20%,
Curacao,Income share held by third 20%,
Curacao,Income share held by second 20%,
Curacao,Population living in slums (% of urban population),
Cayman Islands,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Cayman Islands,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Cayman Islands,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Cayman Islands,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Cayman Islands,Poverty gap at $5.50 a day (2011 PPP) (%),
Cayman Islands,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Cayman Islands,Poverty headcount ratio at national poverty lines (% of population),
Cayman Islands,Multidimensional poverty index (scale 0-1),
Cayman Islands,"Multidimensional poverty headcount ratio, male (% of male population)",
Cayman Islands,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Cayman Islands,"Multidimensional poverty headcount ratio, household (% of total households)",
Cayman Islands,"Multidimensional poverty headcount ratio, female (% of female population)",
Cayman Islands,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Cayman Islands,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Cayman Islands,Multidimensional poverty headcount ratio (% of total population),
Cayman Islands,Poverty gap at $3.20 a day (2011 PPP) (%),
Cayman Islands,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Cayman Islands,Gini index (World Bank estimate),
Cayman Islands,Poverty gap at $1.90 a day (2011 PPP) (%),
Cayman Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Cayman Islands,Income share held by lowest 20%,
Cayman Islands,Income share held by lowest 10%,
Cayman Islands,Proportion of people living below 50 percent of median income (%),
Cayman Islands,Income share held by highest 10%,
Cayman Islands,Income share held by highest 20%,
Cayman Islands,Income share held by fourth 20%,
Cayman Islands,Income share held by third 20%,
Cayman Islands,Income share held by second 20%,
Cayman Islands,Population living in slums (% of urban population),
Cyprus,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Cyprus,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Cyprus,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Cyprus,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Cyprus,Poverty gap at $5.50 a day (2011 PPP) (%),0.1
Cyprus,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),0.1
Cyprus,Poverty headcount ratio at national poverty lines (% of population),16.1
Cyprus,Multidimensional poverty index (scale 0-1),
Cyprus,"Multidimensional poverty headcount ratio, male (% of male population)",28.1
Cyprus,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Cyprus,"Multidimensional poverty headcount ratio, household (% of total households)",
Cyprus,"Multidimensional poverty headcount ratio, female (% of female population)",29.8
Cyprus,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Cyprus,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",28.9
Cyprus,Multidimensional poverty headcount ratio (% of total population),28.9
Cyprus,Poverty gap at $3.20 a day (2011 PPP) (%),0
Cyprus,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0.1
Cyprus,Gini index (World Bank estimate),34
Cyprus,Poverty gap at $1.90 a day (2011 PPP) (%),0
Cyprus,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0
Cyprus,Income share held by lowest 20%,7.8
Cyprus,Income share held by lowest 10%,3.2
Cyprus,Proportion of people living below 50 percent of median income (%),10.1
Cyprus,Income share held by highest 10%,27.5
Cyprus,Income share held by highest 20%,42.1
Cyprus,Income share held by fourth 20%,21.7
Cyprus,Income share held by third 20%,16.2
Cyprus,Income share held by second 20%,12.1
Cyprus,Population living in slums (% of urban population),
Czech Republic,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Czech Republic,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Czech Republic,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Czech Republic,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Czech Republic,Poverty gap at $5.50 a day (2011 PPP) (%),0
Czech Republic,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),0.3
Czech Republic,Poverty headcount ratio at national poverty lines (% of population),9.7
Czech Republic,Multidimensional poverty index (scale 0-1),
Czech Republic,"Multidimensional poverty headcount ratio, male (% of male population)",
Czech Republic,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Czech Republic,"Multidimensional poverty headcount ratio, household (% of total households)",
Czech Republic,"Multidimensional poverty headcount ratio, female (% of female population)",
Czech Republic,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Czech Republic,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Czech Republic,Multidimensional poverty headcount ratio (% of total population),
Czech Republic,Poverty gap at $3.20 a day (2011 PPP) (%),0
Czech Republic,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0
Czech Republic,Gini index (World Bank estimate),25.9
Czech Republic,Poverty gap at $1.90 a day (2011 PPP) (%),0
Czech Republic,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0
Czech Republic,Income share held by lowest 20%,9.7
Czech Republic,Income share held by lowest 10%,3.9
Czech Republic,Proportion of people living below 50 percent of median income (%),6.5
Czech Republic,Income share held by highest 10%,22.1
Czech Republic,Income share held by highest 20%,35.9
Czech Republic,Income share held by fourth 20%,21.9
Czech Republic,Income share held by third 20%,17.8
Czech Republic,Income share held by second 20%,14.7
Czech Republic,Population living in slums (% of urban population),
Germany,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Germany,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Germany,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Germany,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Germany,Poverty gap at $5.50 a day (2011 PPP) (%),0.1
Germany,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),0.2
Germany,Poverty headcount ratio at national poverty lines (% of population),16.5
Germany,Multidimensional poverty index (scale 0-1),
Germany,"Multidimensional poverty headcount ratio, male (% of male population)",18.8
Germany,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Germany,"Multidimensional poverty headcount ratio, household (% of total households)",
Germany,"Multidimensional poverty headcount ratio, female (% of female population)",21.1
Germany,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Germany,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",18.5
Germany,Multidimensional poverty headcount ratio (% of total population),20
Germany,Poverty gap at $3.20 a day (2011 PPP) (%),0
Germany,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0
Germany,Gini index (World Bank estimate),31.7
Germany,Poverty gap at $1.90 a day (2011 PPP) (%),0
Germany,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0
Germany,Income share held by lowest 20%,7.8
Germany,Income share held by lowest 10%,3.1
Germany,Proportion of people living below 50 percent of median income (%),11
Germany,Income share held by highest 10%,24.8
Germany,Income share held by highest 20%,39.7
Germany,Income share held by fourth 20%,22.6
Germany,Income share held by third 20%,17
Germany,Income share held by second 20%,12.9
Germany,Population living in slums (% of urban population),
Djibouti,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Djibouti,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Djibouti,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Djibouti,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
